Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
3696,2022-12-08,,USA,Electronics,,183216407,5017,ISO9001,0,0.55,1,0,0,104,1,0.26,Email,,0,1,0,1,-0.22
3697,2021-11-30,BUY_78681,UK,Electronics,,76483309,4829,ISO9001,1,0.21,0,0,1,12747,0,0.83,WhatsApp,,1,1,1,1,-0.01
3698,2023-10-18,BUY_98784,Australia,Solar,,61886421,918,,0,0.63,0,1,0,16493,1,0.69,LinkedIn,,0,1,1,1,-0.6
3699,2024-10-02,BUY_98496,Singapore,Engineering,,21711892,2014,,0,0.83,0,1,1,4784,0,0.46,Email,,0,0,0,1,0.42
3700,2023-02-27,BUY_75047,Germany,Auto Parts,1526.0,79488736,3954,,0,0.14,0,0,1,13457,0,0.77,LinkedIn,,0,0,0,0,-0.63
3701,2022-04-19,BUY_13599,UAE,Machinery,,120372749,833,ISO9001,0,0.62,1,0,1,19704,1,0.95,,,0,0,1,1,-0.15
3702,2025-02-05,BUY_81564,Japan,Auto Parts,7558.0,11514159,2547,ISO9001,0,0.81,1,0,0,4835,1,0.17,,,1,1,0,1,0.87
3703,2022-01-03,BUY_10538,Germany,Auto Parts,3521.0,108913455,322,ISO9001,0,0.01,1,Unknown,1,10151,1,0.37,LinkedIn,,0,1,1,1,0.81
3704,2021-11-27,BUY_88269,Italy,Solar,,139000295,4028,IEC,1,0.86,0,0,1,14168,1,0.6,Email,0.73,1,0,0,0,0.92
3705,2023-08-28,BUY_61318,USA,Electronics,5960.0,116702697,4414,ISO9001,1,0.22,0,1,0,15872,1,0.61,Email,,1,1,0,1,-0.88
3706,2022-09-02,BUY_62500,France,IT Software,5305.0,173225120,5180,ISO27001,0,0.17,1,0,1,2175,1,0.0,Call,,1,1,0,0,0.57
3707,2023-06-25,BUY_76152,France,Textiles,456.0,54861543,3260,ISO9001,1,0.82,1,1,0,9534,1,0.85,Email,,1,1,0,0,-0.46
3708,2022-08-07,BUY_66407,USA,Pharmaceuticals,,43000527,4871,FDA,0,0.69,0,Unknown,1,10765,1,0.12,,,0,0,1,0,0.02
3709,2024-11-09,BUY_66305,Australia,Pharmaceuticals,,81561237,4980,FDA,1,0.67,0,1,1,885,1,0.6,,,0,1,0,1,-0.6
3710,2024-03-20,BUY_36688,Germany,Machinery,,177134720,2748,,0,0.78,1,Unknown,0,14640,0,0.91,Call,,0,0,1,0,-0.26
3711,2024-02-27,BUY_38090,UAE,Medical Devices,847.0,178050101,972,,0,0.98,0,Unknown,1,9600,1,0.15,Call,,0,1,1,0,0.29
3712,2023-03-27,BUY_51997,Germany,Engineering,7380.0,48490272,1279,ISO14001,1,0.79,1,1,0,12148,0,0.76,LinkedIn,,0,1,1,1,0.88
3713,2022-07-26,BUY_99735,Japan,Pharmaceuticals,,63851645,3592,,1,0.59,0,1,0,16737,0,0.93,Email,,1,0,0,1,0.56
3714,2023-01-10,,Australia,Machinery,,105809682,876,ISO9001,0,0.43,0,0,0,19758,0,0.48,Call,,0,0,1,1,0.82
3715,2024-04-19,BUY_89809,Italy,Machinery,,173472703,2359,,0,0.06,0,Unknown,1,4645,0,0.91,,0.29,0,0,0,0,0.7
3716,2021-12-15,BUY_53545,Singapore,Machinery,,13037233,1114,,0,0.21,1,0,1,12538,1,0.52,WhatsApp,,0,0,0,0,-0.75
3717,2025-02-04,BUY_73473,Canada,Pharmaceuticals,3217.0,40011505,5046,WHO-GMP,1,0.86,0,0,1,7240,1,0.58,WhatsApp,,0,1,0,1,-0.13
3718,2022-03-21,BUY_74924,UAE,Textiles,,139132202,5933,,1,0.86,1,1,0,6281,1,0.68,WhatsApp,,1,1,1,0,0.11
3719,2024-10-07,BUY_62780,Italy,Chemicals,7367.0,130809274,6770,REACH,1,0.75,1,Unknown,1,8585,0,0.07,,,1,0,1,1,-0.79
3720,2022-07-18,BUY_18949,France,Solar,2966.0,80707828,4542,,1,0.22,0,Unknown,0,16271,0,0.79,Call,0.99,1,0,1,0,0.82
3721,2021-09-22,BUY_72639,USA,Electronics,,110048788,5156,,0,0.24,0,1,0,5387,1,0.4,,,1,0,0,0,-0.07
3722,2022-04-27,BUY_21387,Australia,Textiles,,136055838,2899,ISO9001,0,0.51,1,0,0,38,1,0.83,,,0,1,0,1,0.68
3723,2022-01-21,BUY_46130,Italy,Auto Parts,,48196023,3189,ISO9001,1,0.92,1,1,0,12021,0,0.82,LinkedIn,,0,0,1,0,-0.81
3724,2021-02-20,BUY_18047,Germany,Pharmaceuticals,644.0,153305304,3843,,1,0.47,0,0,1,6351,0,0.04,,,1,0,1,0,0.71
3725,2024-11-10,BUY_40740,Canada,Electronics,7743.0,2544739,2725,ISO9001,1,0.05,1,0,0,7088,1,0.37,,,0,0,1,1,0.71
3726,2023-08-08,BUY_38150,Germany,Solar,,159659482,4098,UL,1,0.94,1,1,1,19702,0,0.58,,0.67,1,0,0,1,-0.63
3727,2024-01-18,BUY_84342,Australia,IT Software,,37588421,5226,ISO27001,1,0.97,0,0,1,17147,1,0.48,,,1,0,0,0,0.6
3728,2022-08-19,,UK,Auto Parts,3133.0,88613231,927,ISO9001,1,0.54,1,0,1,779,1,0.39,Email,,1,1,1,1,-0.9
3729,2021-07-18,BUY_83650,UK,Chemicals,,149098911,5067,,0,0.04,0,1,1,8798,1,0.29,Email,,1,0,0,1,-0.1
3730,2022-03-14,BUY_99819,Italy,Electronics,,57145790,4817,,1,0.67,0,0,0,11256,0,0.98,LinkedIn,0.8,1,1,0,0,-0.4
3731,2023-01-05,BUY_46388,Germany,Solar,2838.0,128577468,5122,TUV,1,0.43,1,0,0,9039,1,0.04,Email,,1,0,1,1,-0.06
3732,2021-09-08,BUY_73531,France,Auto Parts,6299.0,85564360,1507,ISO9001,0,0.88,1,1,0,19574,0,1.0,Call,0.27,0,1,1,1,0.54
3733,2023-02-12,BUY_61091,USA,Textiles,,68540339,4460,ISO9001,1,0.8,1,1,1,16659,0,0.06,LinkedIn,,0,1,1,1,0.73
3734,2022-09-26,BUY_57252,Japan,Machinery,4136.0,140366693,3045,,0,0.48,0,0,1,6616,1,0.6,,,1,1,0,1,-0.44
3735,2023-11-03,BUY_24074,Germany,Chemicals,7668.0,95841907,2192,REACH,0,0.81,1,0,1,18145,0,0.77,Call,0.35,0,1,1,1,0.93
3736,2023-10-31,BUY_13595,Germany,Machinery,,57529041,2957,,1,0.78,0,0,0,17814,0,0.32,WhatsApp,,1,0,0,1,-0.35
3737,2022-01-17,BUY_39738,France,Solar,,169917851,2425,,1,0.28,1,1,0,19307,1,0.59,WhatsApp,0.76,0,1,1,1,0.7
3738,2023-10-22,BUY_49502,Canada,Textiles,,181427074,1244,,1,0.71,0,Unknown,0,16490,0,0.97,Email,0.33,1,0,0,1,0.21
3739,2023-03-08,BUY_54492,USA,IT Software,3770.0,160134606,1364,GDPR,0,0.26,0,Unknown,0,10684,0,0.96,Email,,1,1,0,1,-0.26
3740,2023-08-24,BUY_83603,Singapore,IT Software,,45607789,6152,SOC2,1,0.1,0,0,1,8072,0,0.69,,,0,1,1,1,-0.24
3741,2023-07-25,BUY_96845,France,Textiles,3734.0,117258977,2041,ISO9001,1,0.1,1,Unknown,1,4398,0,0.56,,0.12,0,0,1,0,-0.64
3742,2022-05-04,BUY_57365,Japan,Solar,2033.0,29338796,29,,0,0.58,1,Unknown,0,18889,1,0.17,Email,,0,1,1,1,0.17
3743,2021-08-10,BUY_51716,Netherlands,Solar,,197433196,1738,IEC,1,0.69,1,0,0,10544,0,0.36,Email,0.78,0,1,0,0,-0.87
3744,2021-03-16,,Germany,IT Software,,189065874,5663,ISO27001,1,0.72,1,1,0,9543,1,0.27,WhatsApp,,0,1,1,1,-0.29
3745,2021-10-19,BUY_72357,Netherlands,Textiles,2110.0,53329381,1758,,0,0.63,1,0,0,10040,0,0.22,WhatsApp,0.46,1,0,0,1,-0.34
3746,2022-11-27,BUY_42530,UK,Auto Parts,6502.0,94023898,5672,,1,1.0,0,Unknown,0,3476,0,0.35,WhatsApp,0.54,1,0,0,1,-0.36
3747,2024-09-18,BUY_93368,USA,Pharmaceuticals,,138137704,4128,FDA,0,0.29,1,Unknown,0,7558,0,0.21,,,0,1,0,1,0.33
3748,2022-03-30,BUY_64781,Australia,Engineering,3695.0,103644732,4320,,1,0.17,1,Unknown,1,14212,1,0.69,LinkedIn,,1,1,1,0,0.81
3749,2024-07-09,BUY_14501,UK,Engineering,,103981994,1428,,1,0.62,0,Unknown,0,9361,1,0.31,Call,,1,1,1,0,0.08
3750,2023-03-31,BUY_90841,USA,Solar,1705.0,133642528,4878,,1,0.86,0,Unknown,1,3060,1,0.69,Call,,1,0,0,1,-0.62
3751,2025-01-02,BUY_99004,USA,Medical Devices,,110040272,2538,ISO9001,0,0.36,1,0,0,2534,0,0.68,,0.37,0,1,0,0,-0.58
3752,2021-08-12,BUY_21804,Canada,Solar,,114793372,2463,IEC,0,0.21,1,Unknown,1,8106,0,0.37,Email,,0,0,1,0,-0.5
3753,2024-04-15,BUY_36612,USA,Engineering,706.0,77172774,5437,,0,0.42,1,1,1,4216,0,0.75,WhatsApp,,1,0,0,1,0.52
3754,2021-02-05,BUY_93145,Japan,Textiles,847.0,98155460,3186,,1,0.92,1,1,1,13887,0,0.68,LinkedIn,,1,0,1,1,-0.38
3755,2021-08-17,BUY_38130,USA,Engineering,,180878933,1825,ISO9001,1,0.11,0,0,1,10928,0,0.12,Email,,1,0,1,1,0.21
3756,2021-09-22,,Japan,IT Software,2307.0,10302161,1714,GDPR,0,0.69,0,0,1,4276,0,0.01,Call,,0,1,0,0,-0.5
3757,2022-05-13,BUY_36446,Australia,Solar,,132321823,6627,TUV,0,0.86,0,0,0,19461,0,0.48,Email,,0,1,1,0,0.02
3758,2023-08-20,BUY_88090,Netherlands,Medical Devices,,154182157,3469,,0,0.72,1,Unknown,0,15507,0,0.08,Call,,0,0,1,1,-0.38
3759,2022-12-23,BUY_31188,Netherlands,Machinery,3004.0,8167038,3139,ISO9001,1,0.84,0,1,0,19875,1,0.38,Email,0.89,0,1,0,0,0.8
3760,2022-08-28,BUY_93728,Japan,Engineering,7788.0,158695360,3181,ISO9001,0,0.74,1,Unknown,1,2386,1,0.27,LinkedIn,0.76,1,0,1,0,0.03
3761,2023-10-04,BUY_54790,Italy,Machinery,,78825610,3990,,1,0.75,0,Unknown,0,2873,0,0.35,,,1,0,1,1,-0.46
3762,2023-02-02,BUY_88952,Italy,Chemicals,7606.0,39182258,3581,RoHS,1,0.62,1,Unknown,0,13162,1,0.77,Email,0.88,0,1,1,1,0.42
3763,2021-04-27,BUY_67088,Singapore,Pharmaceuticals,,10863407,2306,FDA,1,0.39,1,0,1,12545,0,0.24,,0.77,0,1,0,1,0.76
3764,2024-12-27,BUY_42965,Japan,Auto Parts,6729.0,1136994,4412,ISO9001,1,0.02,1,Unknown,0,18969,0,0.85,,,0,0,0,1,-0.31
3765,2024-10-10,BUY_89448,Canada,Machinery,,168377018,4911,ISO9001,0,0.64,0,0,1,3950,0,0.27,Call,0.17,1,1,0,1,0.09
3766,2024-05-10,BUY_87336,Germany,IT Software,,3411215,4875,ISO27001,1,0.6,1,Unknown,1,12276,1,0.9,,,0,0,0,1,-0.4
3767,2022-10-13,BUY_12629,Italy,Machinery,6553.0,22742757,849,,1,0.04,0,0,1,7781,0,0.41,,0.18,1,1,1,1,-0.99
3768,2023-06-11,BUY_19901,Australia,Chemicals,,129296452,6925,ISO14001,0,0.14,0,1,0,11097,0,0.03,WhatsApp,,1,1,1,0,-0.21
3769,2021-03-05,BUY_83532,Singapore,Textiles,,47258701,4627,ISO9001,0,0.16,1,1,1,7361,0,0.18,WhatsApp,,1,0,1,0,0.64
3770,2021-12-14,BUY_29428,Australia,Chemicals,1407.0,115572545,5983,REACH,0,0.76,1,0,1,3036,1,0.74,,,0,1,1,1,-0.34
3771,2021-12-23,BUY_23929,Singapore,IT Software,,98160244,2694,ISO27001,0,0.26,1,Unknown,1,5123,1,0.78,Email,,1,0,1,1,0.69
3772,2022-01-05,BUY_48104,Singapore,Medical Devices,,133598886,2979,,1,0.09,0,Unknown,1,14612,1,0.43,Call,0.15,1,1,0,1,-0.89
3773,2023-09-11,,Italy,Machinery,,185761256,3914,ISO9001,1,0.63,1,0,1,299,0,0.6,Call,0.87,0,0,0,0,-0.73
3774,2022-01-16,BUY_12394,France,Chemicals,4351.0,159800747,4078,REACH,1,0.61,1,0,0,18886,1,0.18,Email,0.73,1,0,1,0,0.0
3775,2023-11-23,BUY_37794,Germany,Pharmaceuticals,,133927066,2286,,1,0.11,0,1,1,11628,1,0.45,LinkedIn,,1,0,0,0,-0.73
3776,2024-10-31,BUY_84365,Netherlands,Machinery,5985.0,38653761,2159,ISO9001,1,0.65,0,0,1,6615,0,0.77,,,1,1,1,0,-0.03
3777,2024-07-24,BUY_78789,France,Medical Devices,,185011218,72,ISO9001,0,0.67,0,Unknown,1,11734,0,0.9,Email,0.69,0,0,1,0,-0.38
3778,2022-12-30,BUY_32734,UK,Pharmaceuticals,666.0,98526132,634,EU-GMP,1,0.38,0,Unknown,1,9270,1,0.99,WhatsApp,,0,0,0,0,-0.21
3779,2025-01-01,BUY_10432,Japan,Solar,,66214804,954,UL,1,0.26,0,0,0,5307,1,0.87,WhatsApp,0.19,1,0,0,0,0.05
3780,2021-05-08,BUY_56590,Canada,Medical Devices,,144666840,3194,,0,0.54,1,1,1,6160,1,0.74,LinkedIn,,1,1,1,1,-0.54
3781,2022-11-17,BUY_11991,USA,Medical Devices,4529.0,111586043,1882,ISO9001,0,0.89,0,1,1,5158,1,0.17,Email,,1,1,0,0,-0.18
3782,2023-07-02,BUY_89339,Australia,Pharmaceuticals,,74121394,3847,,0,0.1,0,1,0,19357,0,0.2,WhatsApp,0.67,0,1,1,0,0.9
3783,2025-02-02,BUY_90526,Australia,Engineering,,149152275,70,,1,0.08,0,0,0,9724,1,0.49,WhatsApp,0.82,0,0,1,0,-0.57
3784,2022-11-16,BUY_30983,Canada,Medical Devices,,181609739,1856,ISO9001,0,0.49,1,0,1,3984,0,0.43,WhatsApp,0.84,1,0,1,1,0.88
3785,2023-11-17,BUY_26519,Germany,Textiles,,136771565,2191,ISO9001,1,0.01,0,Unknown,0,10895,0,0.42,LinkedIn,,0,1,1,0,0.5
3786,2021-12-24,BUY_79404,UAE,Medical Devices,,158146898,3300,,1,0.5,1,0,0,16094,0,0.66,LinkedIn,,0,0,1,0,-0.94
3787,2021-07-12,BUY_41622,Netherlands,Pharmaceuticals,6980.0,27247682,4015,EU-GMP,1,0.12,1,0,1,368,1,0.27,Email,,0,1,0,1,0.15
3788,2021-12-26,BUY_85829,France,Solar,,85679125,2828,IEC,0,0.61,0,0,1,12901,0,0.26,Email,0.17,1,0,0,0,0.09
3789,2024-07-19,BUY_48606,Japan,Medical Devices,3799.0,105695120,1379,ISO9001,0,0.97,1,Unknown,1,11223,0,0.14,LinkedIn,,1,0,0,1,0.54
3790,2021-05-06,BUY_86961,UK,Medical Devices,5020.0,136538062,4545,,1,0.72,0,Unknown,0,10121,1,0.32,Call,,0,0,0,0,-0.7
3791,2022-08-28,BUY_49114,Singapore,Solar,,164608966,1172,IEC,0,0.84,0,0,0,15405,1,0.26,Call,,0,1,0,0,0.95
3792,2024-01-14,BUY_58806,Netherlands,Pharmaceuticals,5473.0,47245704,912,EU-GMP,0,0.23,0,Unknown,0,4970,1,0.76,Email,0.69,1,0,0,1,-0.02
3793,2021-04-22,BUY_55702,Australia,Chemicals,,1615045,6766,ISO14001,1,0.31,1,Unknown,1,17057,1,0.73,LinkedIn,0.96,0,0,1,0,-0.17
3794,2022-11-20,BUY_11675,Germany,Pharmaceuticals,,11352148,4131,EU-GMP,0,0.52,1,Unknown,1,10720,0,0.48,,,0,0,1,0,0.75
3795,2021-12-20,BUY_55195,France,Solar,,194643381,2265,TUV,0,0.27,1,0,0,8875,0,0.65,Email,,0,0,1,0,-0.14
3796,2023-01-09,BUY_64198,Germany,Chemicals,7531.0,190249091,5460,RoHS,0,0.63,0,Unknown,1,13268,1,0.21,WhatsApp,0.38,1,0,1,0,0.68
3797,2021-11-20,BUY_81621,UAE,IT Software,,128499461,5003,GDPR,0,0.85,1,1,0,7659,0,0.35,,,0,0,0,1,0.78
3798,2023-06-24,BUY_68904,France,IT Software,4734.0,33172098,1845,SOC2,1,0.43,1,0,0,8129,1,0.46,,,1,1,1,0,0.26
3799,2023-11-14,BUY_32997,Germany,Pharmaceuticals,7208.0,82825247,5054,WHO-GMP,0,0.35,1,1,0,1220,1,0.93,WhatsApp,,0,0,0,0,-0.54
3800,2023-04-17,BUY_44078,UAE,Engineering,,136154435,764,ISO14001,1,0.45,0,0,0,10675,0,0.04,Email,,1,1,0,0,0.61
3801,2023-05-26,BUY_62747,France,Electronics,,38652800,4160,,1,0.18,0,1,1,16821,1,0.3,WhatsApp,0.29,1,0,0,0,0.69
3802,2024-12-19,BUY_76184,Japan,Machinery,630.0,138342960,1689,ISO9001,0,0.16,1,1,0,17301,0,0.12,Call,,0,0,1,1,0.65
3803,2021-11-30,BUY_69727,Canada,Medical Devices,,27439973,5843,ISO9001,1,0.48,0,Unknown,1,16979,1,0.73,Call,,0,0,0,1,0.84
3804,2021-08-18,BUY_37418,Germany,Electronics,,170113315,5481,ISO9001,0,0.3,0,Unknown,0,19549,0,0.26,LinkedIn,,1,1,1,1,-0.92
3805,2023-11-18,BUY_27880,Netherlands,Electronics,,190088480,3203,ISO9001,1,0.4,0,1,1,5878,0,0.11,Email,,0,0,1,0,-0.97
3806,2021-05-26,BUY_99633,Netherlands,Medical Devices,7656.0,158941757,6196,,1,0.72,0,Unknown,1,16067,1,0.4,Call,,0,0,1,1,-0.16
3807,2024-10-31,BUY_65970,Italy,Textiles,,87932310,3243,,0,0.85,1,Unknown,0,9148,1,0.01,LinkedIn,,0,0,1,0,-0.35
3808,2021-06-08,BUY_41567,Germany,Auto Parts,,56703088,3757,,0,0.76,0,1,1,12444,0,0.6,WhatsApp,,1,0,1,0,0.32
3809,2023-12-21,BUY_34473,UAE,Pharmaceuticals,1500.0,86443777,5888,FDA,1,0.57,1,1,1,17694,0,0.51,WhatsApp,,1,0,0,0,-0.79
3810,2022-08-14,BUY_45750,Japan,Medical Devices,,64142222,6550,ISO9001,0,0.93,0,1,0,8993,1,0.34,Call,,0,1,1,0,0.78
3811,2022-11-07,BUY_20367,Canada,Medical Devices,,70251683,1089,,0,0.55,0,0,1,5568,0,0.14,Call,0.62,0,0,0,0,0.89
3812,2021-05-28,BUY_95649,France,Medical Devices,,42101523,5247,ISO9001,1,0.82,0,Unknown,0,14673,1,0.59,LinkedIn,,0,1,0,0,-0.9
3813,2022-08-17,BUY_15779,USA,Solar,,28276753,622,IEC,0,0.66,0,Unknown,1,15286,0,0.61,WhatsApp,,0,1,1,0,0.98
3814,2022-03-26,BUY_40126,Singapore,Electronics,7095.0,10901370,1722,ISO9001,1,0.26,0,Unknown,0,2890,0,0.93,LinkedIn,,0,1,0,1,0.22
3815,2021-07-18,BUY_63495,Italy,Pharmaceuticals,,34302435,1417,EU-GMP,0,0.19,0,1,1,8923,1,0.08,LinkedIn,,0,0,1,1,-0.01
3816,2023-11-19,BUY_98610,UAE,Electronics,,9609890,875,ISO9001,1,0.38,1,Unknown,0,9727,0,0.33,,,1,1,1,0,0.24
3817,2021-02-06,BUY_25939,UAE,Machinery,3879.0,156086075,4451,,1,0.75,1,1,0,2666,0,0.54,,,0,0,0,0,-0.15
3818,2024-12-05,BUY_33224,USA,Auto Parts,1124.0,153248336,2611,ISO9001,0,0.72,1,0,1,4230,0,0.98,Email,,1,0,0,0,0.1
3819,2022-07-13,BUY_48634,Canada,IT Software,,185580391,4898,ISO27001,1,0.23,0,1,1,967,1,0.86,Call,,1,0,0,0,-0.92
3820,2022-02-25,BUY_49309,Australia,Auto Parts,,183680954,235,ISO9001,0,0.99,0,Unknown,0,4150,0,0.74,WhatsApp,0.02,0,1,0,1,-0.01
3821,2023-08-19,BUY_11299,UAE,IT Software,6390.0,76702703,4937,ISO27001,0,0.51,0,0,0,11137,0,0.21,LinkedIn,,1,0,0,0,0.3
3822,2024-03-06,BUY_47566,Canada,Engineering,,72391378,4962,,0,0.17,1,Unknown,1,10405,1,0.58,Email,,1,0,0,1,-0.33
3823,2024-10-06,BUY_54001,Italy,Chemicals,5825.0,46518077,4555,REACH,0,0.63,0,Unknown,0,17627,1,0.87,LinkedIn,0.26,1,1,0,1,0.18
3824,2022-01-25,BUY_92683,Netherlands,Chemicals,7352.0,155206906,5237,,1,0.91,1,0,1,11066,1,0.87,WhatsApp,,1,1,0,1,-0.6
3825,2023-02-07,BUY_80578,Singapore,Machinery,2747.0,132381323,207,ISO9001,0,0.24,1,0,1,8057,0,0.69,Call,,0,1,0,1,0.23
3826,2021-12-18,BUY_90438,Japan,Solar,5127.0,117422016,5858,UL,1,0.05,0,0,1,13230,0,0.84,Email,0.7,0,1,0,0,-0.87
3827,2022-09-20,BUY_71068,Australia,Electronics,,96660529,5720,ISO9001,0,0.69,0,0,0,14860,0,0.32,WhatsApp,,0,0,1,1,-0.25
3828,2023-02-24,BUY_90594,Italy,Chemicals,746.0,52262517,6200,ISO14001,0,0.7,1,1,1,2782,1,0.18,Email,0.89,0,1,0,0,-0.88
3829,2024-05-12,BUY_68378,Canada,Electronics,5460.0,102419191,1919,ISO9001,0,0.2,0,0,0,8579,0,0.52,Call,,1,0,0,0,-0.39
3830,2024-12-01,BUY_67956,UK,IT Software,777.0,198404133,4577,,1,0.28,1,0,1,14626,0,0.76,LinkedIn,,0,0,0,0,0.69
3831,2023-12-09,BUY_95357,Italy,Solar,,59738071,304,IEC,1,0.31,1,0,1,923,1,0.49,Call,,1,1,1,0,-0.62
3832,2023-02-21,BUY_89719,Germany,Solar,,92439467,5187,UL,1,0.26,1,0,0,1311,1,0.23,Call,,0,1,0,1,-0.71
3833,2023-11-07,BUY_47048,USA,Textiles,802.0,83489758,346,ISO9001,0,0.37,0,1,1,11866,0,0.84,LinkedIn,0.45,1,1,0,0,-0.78
3834,2023-05-09,BUY_23228,Singapore,Chemicals,4549.0,36567276,1910,ISO14001,0,0.76,1,1,0,2047,0,0.28,,,1,0,0,0,0.78
3835,2023-02-15,,Japan,Engineering,2137.0,139317824,4272,,1,0.82,0,1,1,14484,1,0.71,LinkedIn,,1,1,0,0,0.16
3836,2024-11-11,BUY_56555,Singapore,Engineering,1294.0,99869321,6150,ISO9001,0,0.15,1,Unknown,1,10925,1,0.96,LinkedIn,,0,0,0,1,-0.68
3837,2021-12-08,BUY_53924,Singapore,Auto Parts,,154433022,934,,0,0.84,0,Unknown,0,13507,0,0.61,,0.41,0,1,0,0,-0.27
3838,2024-06-07,BUY_56715,UAE,Pharmaceuticals,,77519721,5692,,1,0.04,1,0,1,18619,0,0.47,LinkedIn,,1,1,0,1,0.66
3839,2021-01-19,BUY_15483,Japan,Auto Parts,,94844789,64,,1,0.02,1,1,0,12147,0,0.6,,,1,1,1,1,0.78
3840,2021-11-06,BUY_99304,USA,Solar,,116285793,4948,,0,0.56,1,1,1,15787,1,0.8,WhatsApp,,0,0,1,1,0.05
3841,2021-12-14,BUY_10852,USA,Machinery,,14100646,924,,1,0.55,0,Unknown,1,4529,1,0.92,Email,0.55,1,1,0,0,0.94
3842,2023-10-03,BUY_61574,USA,Chemicals,,126597345,713,,0,0.11,1,0,0,3981,0,0.33,Call,,1,0,1,0,0.41
3843,2022-10-22,BUY_19884,Canada,Machinery,,137938454,2266,ISO9001,0,0.1,1,1,1,7655,1,0.24,Email,0.19,1,1,0,0,0.17
3844,2023-08-08,BUY_45209,UK,Pharmaceuticals,3558.0,82868574,5173,EU-GMP,1,0.16,1,0,1,15186,1,0.03,Email,,1,1,0,1,-0.92
3845,2024-06-11,BUY_18704,USA,Engineering,5718.0,146686571,4482,CE,0,0.78,1,1,1,2901,0,0.89,,,0,1,0,1,0.25
3846,2023-05-16,BUY_61552,UAE,Engineering,5271.0,145080878,4514,,0,0.65,0,Unknown,1,19805,1,0.44,LinkedIn,,0,0,1,0,0.27
3847,2022-03-30,BUY_31296,USA,Machinery,,2816210,6415,,1,0.86,0,0,1,831,1,0.07,,,1,0,0,0,0.59
3848,2021-09-05,BUY_47218,France,Solar,,180794014,210,IEC,0,0.22,0,0,0,501,1,0.21,LinkedIn,0.24,0,0,0,1,0.3
3849,2024-02-21,BUY_93553,Canada,Medical Devices,4307.0,181283086,3419,,0,0.23,1,Unknown,1,12046,0,0.67,Email,,1,0,1,0,0.87
3850,2024-11-21,BUY_18856,USA,Auto Parts,3799.0,3451538,2656,ISO9001,1,0.45,0,0,1,14109,0,0.25,WhatsApp,,0,0,0,1,-0.05
3851,2022-11-14,BUY_17027,Italy,Electronics,,189171866,5972,ISO9001,1,0.92,1,Unknown,0,19740,1,0.76,,0.71,0,1,0,1,-0.4
3852,2023-06-19,BUY_31080,UAE,Machinery,4915.0,133188314,800,,0,0.42,1,0,0,18312,1,0.14,Email,,1,0,1,0,-0.94
3853,2022-08-04,BUY_46210,Italy,Pharmaceuticals,5691.0,162584891,1538,WHO-GMP,1,0.24,0,Unknown,0,5676,1,0.37,WhatsApp,,1,1,1,0,-1.0
3854,2022-07-14,BUY_96246,Australia,IT Software,6656.0,30371061,6693,GDPR,0,0.42,1,0,0,9922,0,0.8,,,0,1,0,0,0.33
3855,2023-04-05,BUY_22879,Singapore,Textiles,1105.0,18638449,2760,,0,0.04,0,Unknown,0,6728,0,0.49,,0.73,0,0,0,0,-0.66
3856,2023-05-10,BUY_21052,France,Auto Parts,,141069454,6272,,0,0.82,0,0,0,6161,1,0.76,WhatsApp,,1,1,0,0,0.05
3857,2023-03-08,BUY_56203,Canada,Auto Parts,,169706308,1396,ISO9001,0,0.96,1,0,1,7336,1,0.2,Call,,0,1,1,1,0.38
3858,2021-03-19,BUY_17531,UAE,Electronics,1743.0,90808606,4497,,1,0.33,0,Unknown,0,11882,1,0.09,,0.29,1,0,1,1,0.99
3859,2024-07-17,BUY_69882,Canada,Solar,,187227141,1572,,1,0.87,0,0,1,607,1,0.67,LinkedIn,,0,0,0,1,-0.05
3860,2023-04-22,BUY_31672,France,Solar,290.0,60555031,3083,TUV,0,0.05,1,0,1,5936,0,0.6,WhatsApp,0.66,0,0,0,1,-0.99
3861,2024-08-25,BUY_58623,Netherlands,Auto Parts,4290.0,146446053,4948,,1,0.55,0,1,1,13296,1,0.78,,,0,0,1,1,0.2
3862,2021-05-26,BUY_49056,UAE,Pharmaceuticals,4558.0,46688237,2382,,0,0.93,1,1,1,6377,1,0.84,,,1,1,1,1,-0.27
3863,2023-09-06,BUY_68392,Germany,Electronics,,101817669,2160,,0,0.74,0,0,1,3929,1,0.67,WhatsApp,0.17,0,1,0,0,-0.54
3864,2022-08-20,BUY_39563,Canada,Machinery,,45473872,1313,ISO9001,1,0.5,1,1,1,17464,0,0.18,Email,,0,1,0,0,0.63
3865,2021-06-10,,Canada,Engineering,7283.0,134407549,6981,,1,0.29,0,Unknown,0,18133,1,0.27,LinkedIn,,0,1,1,1,0.61
3866,2024-02-11,BUY_73059,UK,Auto Parts,4616.0,41069479,913,ISO9001,1,0.69,0,Unknown,0,16736,0,0.33,Call,0.19,1,1,1,1,0.27
3867,2023-07-16,BUY_25237,Netherlands,Pharmaceuticals,,94345036,2288,EU-GMP,1,0.66,0,1,0,8742,1,0.63,LinkedIn,,1,1,0,1,-0.31
